card_name,set,rarity,full_rarity,old_price,cur_price,print_run,full_set,set_rarity,pct_increase,performance
Lifeforce,3ED,uncommon,U,$1.00,0.27666666666666667,1012000,Revised,3ED (U),-72.3333333333333,Below S&P
Lifelace,3ED,rare,R,$3.00,0.43333333333333335,289000,Revised,3ED (R),-85.55555555555556,Below S&P
Lifetap,3ED,uncommon,U,$1.00,0.25666666666666665,1012000,Revised,3ED (U),-74.3333333333333,Below S&P
Lightning Bolt,3ED,common,C,$0.50,1.7833333333333334,3657000,Revised,3ED (C),256.666666666666,Below S&P
Living Artifact,3ED,rare,R,$4.00,0.46,289000,Revised,3ED (R),-88.5,Below S&P
Living Lands,3ED,rare,R,$5.00,0.6699999999999999,289000,Revised,3ED (R),-86.6,Below S&P
Living Wall,3ED,uncommon,U,$1.50,0.2866666666666666,1012000,Revised,3ED (U),-80.88888888888887,Below S&P
Llanowar Elves,3ED,common,C,$0.25,0.8066666666666666,3657000,Revised,3ED (C),222.6666666666668,Below S&P
Lord of Atlantis,3ED,rare,R,$6.00,6.55,289000,Revised,3ED (R),9.166666666666663,Below S&P
Lord of the Pit,3ED,rare,R,$10.00,2.9833333333333334,289000,Revised,3ED (R),-70.1666666666667,Below S&P
Lure,3ED,uncommon,U,$1.50,0.2833333333333333,1012000,Revised,3ED (U),-81.11111111111113,Below S&P
Magical Hack,3ED,rare,R,$6.00,3.64,289000,Revised,3ED (R),-39.33333333333333,Below S&P
Magnetic Mountain,3ED,rare,R,$4.00,0.5166666666666667,289000,Revised,3ED (R),-87.08333333333333,Below S&P
Mahamoti Djinn,3ED,rare,R,$8.00,1.9666666666666668,289000,Revised,3ED (R),-75.41666666666661,Below S&P
Mana Flare,3ED,rare,R,$5.00,2.6366666666666667,289000,Revised,3ED (R),-47.2666666666666,Below S&P
Mana Short,3ED,rare,R,$4.00,3.04,289000,Revised,3ED (R),-24,Below S&P
Mana Vault,3ED,rare,R,$3.00,69.14,289000,Revised,3ED (R),2204.6666666666665,Below S&P
Manabarbs,3ED,rare,R,$4.00,4.76,289000,Revised,3ED (R),18.999999999999993,Below S&P
Meekstone,3ED,rare,R,$5.00,10.846666666666668,289000,Revised,3ED (R),116.933333333334,Below S&P
Merfolk of the Pearl Trident,3ED,common,C,$0.35,0.22666666666666666,3657000,Revised,3ED (C),-35.23809523809514,Below S&P
Mesa Pegasus,3ED,common,C,$0.25,0.22333333333333333,3657000,Revised,3ED (C),-10.666666666666803,Below S&P
Mijae Djinn,3ED,rare,R,$5.00,1.1733333333333333,289000,Revised,3ED (R),-76.5333333333334,Below S&P
Millstone,3ED,rare,R,$3.00,1.8433333333333333,289000,Revised,3ED (R),-38.55555555555567,Below S&P
Mind Twist,3ED,rare,R,$6.00,4.906666666666666,289000,Revised,3ED (R),-18.22222222222217,Below S&P
Mishra's War Machine,3ED,rare,R,$5.00,0.51,289000,Revised,3ED (R),-89.8,Below S&P
Mons's Goblin Raiders,3ED,common,C,$0.35,0.22333333333333333,3657000,Revised,3ED (C),-36.19047619047628,Below S&P
Nether Shadow,3ED,rare,R,$4.00,1.4066666666666667,289000,Revised,3ED (R),-64.83333333333326,Below S&P
Nettling Imp,3ED,uncommon,U,$1.50,0.3233333333333333,1012000,Revised,3ED (U),-78.44444444444446,Below S&P
Nevinyrral's Disk,3ED,rare,R,$6.00,5.013333333333334,289000,Revised,3ED (R),-16.444444444444496,Below S&P
Nightmare,3ED,rare,R,$10.00,4.6033333333333335,289000,Revised,3ED (R),-53.9666666666667,Below S&P
Northern Paladin,3ED,rare,R,$9.00,0.96,289000,Revised,3ED (R),-89.33333333333331,Below S&P
Obsianus Golem,3ED,uncommon,U,$1.50,0.2533333333333333,1012000,Revised,3ED (U),-83.11111111111114,Below S&P
Onulet,3ED,rare,R,$2.00,0.61,289000,Revised,3ED (R),-69.5,Below S&P
Orcish Artillery,3ED,uncommon,U,$1.00,0.24333333333333332,1012000,Revised,3ED (U),-75.6666666666667,Below S&P
Orcish Oriflamme,3ED,uncommon,U,$2.00,0.2533333333333333,1012000,Revised,3ED (U),-87.33333333333336,Below S&P
Ornithopter,3ED,uncommon,U,$1.00,0.8200000000000001,1012000,Revised,3ED (U),-18.000000000000004,Below S&P
Paralyze,3ED,common,C,$0.25,0.22333333333333333,3657000,Revised,3ED (C),-10.666666666666803,Below S&P
Pearled Unicorn,3ED,common,C,$0.25,0.20666666666666667,3657000,Revised,3ED (C),-17.3333333333332,Below S&P
Personal Incarnation,3ED,rare,R,$8.00,0.6066666666666667,289000,Revised,3ED (R),-92.41666666666666,Below S&P
Pestilence,3ED,common,C,$0.25,0.32666666666666666,3657000,Revised,3ED (C),30.6666666666668,Below S&P
Phantasmal Forces,3ED,uncommon,U,$1.00,0.25666666666666665,1012000,Revised,3ED (U),-74.3333333333333,Below S&P
Phantasmal Terrain,3ED,common,C,$0.25,0.21,3657000,Revised,3ED (C),-16.000000000000004,Below S&P
Phantom Monster,3ED,uncommon,U,$1.00,0.26666666666666666,1012000,Revised,3ED (U),-73.3333333333333,Below S&P
Pirate Ship,3ED,rare,R,$4.00,0.765,289000,Revised,3ED (R),-80.875,Below S&P
Plague Rats,3ED,common,C,$0.50,0.22333333333333333,3657000,Revised,3ED (C),-55.3333333333334,Below S&P
Plateau,3ED,rare,R,$6.00,325.34000000000003,289000,Revised,3ED (R),5322.333333333333,Beat S&P
Power Leak,3ED,common,C,$0.25,0.22999999999999998,3657000,Revised,3ED (C),-7.9999999999999964,Below S&P
Power Sink,3ED,common,C,$0.25,0.24,3657000,Revised,3ED (C),-4.0000000000000036,Below S&P
Power Surge,3ED,rare,R,$4.00,1.26,289000,Revised,3ED (R),-68.5,Below S&P
Primal Clay,3ED,rare,R,$2.25,0.56,289000,Revised,3ED (R),-75.1111111111111,Below S&P
Prodigal Sorcerer,3ED,common,C,$0.50,0.22,3657000,Revised,3ED (C),-56.00000000000001,Below S&P
Psychic Venom,3ED,common,C,$0.50,0.21333333333333332,3657000,Revised,3ED (C),-57.3333333333334,Below S&P
Purelace,3ED,rare,R,$3.00,0.385,289000,Revised,3ED (R),-87.16666666666667,Below S&P
Raise Dead,3ED,common,C,$0.25,0.22333333333333333,3657000,Revised,3ED (C),-10.666666666666803,Below S&P
Reconstruction,3ED,common,C,$0.30,0.23666666666666666,3657000,Revised,3ED (C),-21.111111111110997,Below S&P
Red Elemental Blast,3ED,common,C,$0.25,4,3657000,Revised,3ED (C),1500,Below S&P
Red Ward,3ED,uncommon,U,$1.00,0.24666666666666665,1012000,Revised,3ED (U),-75.3333333333333,Below S&P
Regeneration,3ED,common,C,$0.25,0.22,3657000,Revised,3ED (C),-12,Below S&P
Regrowth,3ED,uncommon,U,$1.50,1.1333333333333333,1012000,Revised,3ED (U),-24.44444444444467,Below S&P
Resurrection,3ED,uncommon,U,$1.00,0.25666666666666665,1012000,Revised,3ED (U),-74.3333333333333,Below S&P
Reverse Damage,3ED,rare,R,$7.00,1.28,289000,Revised,3ED (R),-81.71428571428571,Below S&P
Reverse Polarity,3ED,uncommon,U,$1.00,0.2533333333333333,1012000,Revised,3ED (U),-74.6666666666667,Below S&P
Righteousness,3ED,rare,R,$6.00,0.96,289000,Revised,3ED (R),-84,Below S&P
Roc of Kher Ridges,3ED,rare,R,$4.00,1.0066666666666668,289000,Revised,3ED (R),-74.83333333333326,Below S&P
Rock Hydra,3ED,rare,R,$10.00,2.396666666666667,289000,Revised,3ED (R),-76.0333333333333,Below S&P
Rocket Launcher,3ED,rare,R,$4.00,1.0333333333333334,289000,Revised,3ED (R),-74.16666666666674,Below S&P
Rod of Ruin,3ED,uncommon,U,$1.00,0.24333333333333332,1012000,Revised,3ED (U),-75.6666666666667,Below S&P
Royal Assassin,3ED,rare,R,$10.00,6.876666666666667,289000,Revised,3ED (R),-31.233333333333302,Below S&P
Sacrifice,3ED,uncommon,U,$1.00,3.646666666666667,1012000,Revised,3ED (U),264.666666666667,Below S&P
Samite Healer,3ED,common,C,$0.35,0.22666666666666666,3657000,Revised,3ED (C),-35.23809523809514,Below S&P
Savannah,3ED,rare,R,$6.00,352.8233333333333,289000,Revised,3ED (R),5780.388888888883,Beat S&P
Savannah Lions,3ED,rare,R,$3.00,5.016666666666667,289000,Revised,3ED (R),67.22222222222234,Below S&P
Scathe Zombies,3ED,common,C,$0.25,0.22333333333333333,3657000,Revised,3ED (C),-10.666666666666803,Below S&P
Scavenging Ghoul,3ED,uncommon,U,$1.20,0.23666666666666666,1012000,Revised,3ED (U),-80.27777777777774,Below S&P
Scrubland,3ED,rare,R,$6.00,377.93666666666667,289000,Revised,3ED (R),6198.94444444445,Beat S&P
Scryb Sprites,3ED,common,C,$0.35,0.22,3657000,Revised,3ED (C),-37.14285714285714,Below S&P
Sea Serpent,3ED,common,C,$0.25,0.20666666666666667,3657000,Revised,3ED (C),-17.3333333333332,Below S&P
Sedge Troll,3ED,rare,R,$5.00,2.66,289000,Revised,3ED (R),-46.8,Below S&P
Sengir Vampire,3ED,uncommon,U,$3.00,0.8666666666666667,1012000,Revised,3ED (U),-71.11111111111109,Below S&P
Serendib Efreet,3ED,rare,R,$4.00,3.7833333333333337,289000,Revised,3ED (R),-5.416666666666748,Below S&P
Serra Angel,3ED,uncommon,U,$4.00,2.4266666666666667,1012000,Revised,3ED (U),-39.33333333333325,Below S&P
Shanodin Dryads,3ED,common,C,$0.35,0.21,3657000,Revised,3ED (C),-40,Below S&P
Shatter,3ED,common,C,$0.25,0.22666666666666666,3657000,Revised,3ED (C),-9.333333333333204,Below S&P
Shatterstorm,3ED,uncommon,U,$3.00,0.2866666666666666,1012000,Revised,3ED (U),-90.44444444444443,Below S&P
Shivan Dragon,3ED,rare,R,$10.00,14.796666666666667,289000,Revised,3ED (R),47.96666666666701,Below S&P
Simulacrum,3ED,uncommon,U,$1.00,0.27,1012000,Revised,3ED (U),-73,Below S&P
Siren's Call,3ED,uncommon,U,$1.00,0.2733333333333333,1012000,Revised,3ED (U),-72.6666666666667,Below S&P
Sleight of Mind,3ED,rare,R,$5.00,0.6,289000,Revised,3ED (R),-88.00000000000001,Below S&P
Smoke,3ED,rare,R,$4.00,6.243333333333333,289000,Revised,3ED (R),56.08333333333324,Below S&P
Sol Ring,3ED,uncommon,U,$2.00,18.106666666666666,1012000,Revised,3ED (U),805.3333333333351,Below S&P
Sorceress Queen,3ED,rare,R,$5.00,2.23,289000,Revised,3ED (R),-55.400000000000006,Below S&P
Soul Net,3ED,uncommon,U,$1.00,0.24666666666666665,1012000,Revised,3ED (U),-75.3333333333333,Below S&P
Spell Blast,3ED,common,C,$0.25,0.21333333333333332,3657000,Revised,3ED (C),-14.666666666666806,Below S&P
Stasis,3ED,rare,R,$3.50,9.120000000000001,289000,Revised,3ED (R),160.57142857142856,Below S&P
Steal Artifact,3ED,uncommon,U,$1.50,0.26,1012000,Revised,3ED (U),-82.66666666666667,Below S&P
Stone Giant,3ED,uncommon,U,$1.00,0.22999999999999998,1012000,Revised,3ED (U),-77,Below S&P
Stone Rain,3ED,common,C,$0.50,0.22,3657000,Revised,3ED (C),-56.00000000000001,Below S&P
Stream of Life,3ED,common,C,$0.25,0.22999999999999998,3657000,Revised,3ED (C),-7.9999999999999964,Below S&P
Sunglasses of Urza,3ED,rare,R,$6.00,0.7766666666666666,289000,Revised,3ED (R),-87.05555555555554,Below S&P
Swords to Plowshares,3ED,uncommon,U,$1.50,4.453333333333333,1012000,Revised,3ED (U),196.88888888888866,Below S&P
Taiga,3ED,rare,R,$6.00,363.24333333333334,289000,Revised,3ED (R),5954.05555555555,Beat S&P
Terror,3ED,common,C,$0.50,0.23666666666666666,3657000,Revised,3ED (C),-52.66666666666659,Below S&P
The Hive,3ED,rare,R,$5.00,0.5933333333333333,289000,Revised,3ED (R),-88.13333333333334,Below S&P
The Rack,3ED,uncommon,U,$2.00,1.61,1012000,Revised,3ED (U),-19.499999999999996,Below S&P
Thicket Basilisk,3ED,uncommon,U,$2.50,0.25666666666666665,1012000,Revised,3ED (U),-89.73333333333333,Below S&P
Thoughtlace,3ED,rare,R,$3.00,0.3833333333333333,289000,Revised,3ED (R),-87.22222222222223,Below S&P
Throne of Bone,3ED,uncommon,U,$1.00,0.29333333333333333,1012000,Revised,3ED (U),-70.6666666666667,Below S&P
Timber Wolves,3ED,rare,R,$4.00,0.81,289000,Revised,3ED (R),-79.75,Below S&P
Titania's Song,3ED,rare,R,$2.50,0.8300000000000001,289000,Revised,3ED (R),-66.8,Below S&P
Tranquility,3ED,common,C,$0.25,0.22333333333333333,3657000,Revised,3ED (C),-10.666666666666803,Below S&P
Tropical Island,3ED,rare,R,$6.00,532.7066666666667,289000,Revised,3ED (R),8778.44444444445,Beat S&P
Tsunami,3ED,uncommon,U,$1.20,0.2866666666666666,1012000,Revised,3ED (U),-76.11111111111107,Below S&P
Tundra,3ED,rare,R,$6.00,480.14666666666665,289000,Revised,3ED (R),7902.44444444445,Beat S&P
Tunnel,3ED,uncommon,U,$1.00,0.24333333333333332,1012000,Revised,3ED (U),-75.6666666666667,Below S&P
Underground Sea,3ED,rare,R,$6.00,897.43,289000,Revised,3ED (R),14857.166666666666,Beat S&P
Unholy Strength,3ED,common,C,$0.25,0.23666666666666666,3657000,Revised,3ED (C),-5.333333333333201,Below S&P
Unstable Mutation,3ED,common,C,$0.43,0.22,3657000,Revised,3ED (C),-48.837209302325576,Below S&P
Unsummon,3ED,common,C,$0.25,0.21666666666666665,3657000,Revised,3ED (C),-13.333333333333197,Below S&P
Uthden Troll,3ED,uncommon,U,$1.50,0.26666666666666666,1012000,Revised,3ED (U),-82.2222222222222,Below S&P
Verduran Enchantress,3ED,rare,R,$4.00,2.6366666666666667,289000,Revised,3ED (R),-34.08333333333326,Below S&P
Vesuvan Doppelganger,3ED,rare,R,$8.00,13.456666666666667,289000,Revised,3ED (R),68.20833333333375,Below S&P
Veteran Bodyguard,3ED,rare,R,$8.00,1.3633333333333333,289000,Revised,3ED (R),-82.95833333333337,Below S&P
Volcanic Eruption,3ED,rare,R,$6.00,0.5366666666666666,289000,Revised,3ED (R),-91.05555555555554,Below S&P
Volcanic Island,3ED,rare,R,$7.00,739.9966666666667,289000,Revised,3ED (R),10471.380952380958,Beat S&P
Wall of Air,3ED,uncommon,U,$1.00,0.28,1012000,Revised,3ED (U),-72,Below S&P
Wall of Bone,3ED,uncommon,U,$1.20,0.24666666666666665,1012000,Revised,3ED (U),-79.44444444444441,Below S&P
Wall of Brambles,3ED,uncommon,U,$1.00,0.24666666666666665,1012000,Revised,3ED (U),-75.3333333333333,Below S&P
Wall of Fire,3ED,uncommon,U,$1.00,0.23666666666666666,1012000,Revised,3ED (U),-76.3333333333333,Below S&P
Wall of Ice,3ED,uncommon,U,$1.00,0.32,1012000,Revised,3ED (U),-68,Below S&P
Wall of Stone,3ED,uncommon,U,$1.00,0.24666666666666665,1012000,Revised,3ED (U),-75.3333333333333,Below S&P
Wall of Swords,3ED,uncommon,U,$2.00,0.2866666666666667,1012000,Revised,3ED (U),-85.66666666666664,Below S&P
Wall of Water,3ED,uncommon,U,$1.00,0.24333333333333332,1012000,Revised,3ED (U),-75.6666666666667,Below S&P
Wall of Wood,3ED,common,C,$0.25,0.20666666666666667,3657000,Revised,3ED (C),-17.3333333333332,Below S&P
Wanderlust,3ED,uncommon,U,$1.00,0.25666666666666665,1012000,Revised,3ED (U),-74.3333333333333,Below S&P
War Mammoth,3ED,common,C,$0.25,0.22333333333333333,3657000,Revised,3ED (C),-10.666666666666803,Below S&P
Warp Artifact,3ED,rare,R,$3.00,0.49,289000,Revised,3ED (R),-83.66666666666666,Below S&P
Water Elemental,3ED,uncommon,U,$1.20,0.25,1012000,Revised,3ED (U),-79.16666666666666,Below S&P
Weakness,3ED,common,C,$0.25,0.21333333333333332,3657000,Revised,3ED (C),-14.666666666666806,Below S&P
Web,3ED,rare,R,$3.00,0.6666666666666667,289000,Revised,3ED (R),-77.77777777777777,Below S&P
Wheel of Fortune,3ED,rare,R,$6.00,333.39666666666665,289000,Revised,3ED (R),5456.611111111116,Beat S&P
White Knight,3ED,uncommon,U,$2.50,0.4533333333333333,1012000,Revised,3ED (U),-81.86666666666667,Below S&P
White Ward,3ED,uncommon,U,$1.00,0.22,1012000,Revised,3ED (U),-78,Below S&P
Wild Growth,3ED,common,C,$0.25,0.54,3657000,Revised,3ED (C),116.00000000000001,Below S&P
Will-o'-the-Wisp,3ED,rare,R,$7.00,2.8433333333333337,289000,Revised,3ED (R),-59.38095238095242,Below S&P
Winter Orb,3ED,rare,R,$4.00,12.233333333333333,289000,Revised,3ED (R),205.83333333333252,Below S&P
Wooden Sphere,3ED,uncommon,U,$1.00,0.24666666666666665,1012000,Revised,3ED (U),-75.3333333333333,Below S&P
Wrath of God,3ED,rare,R,$7.00,8.736666666666666,289000,Revised,3ED (R),24.809523809523856,Below S&P
Zombie Master,3ED,rare,R,$7.00,4.123333333333333,289000,Revised,3ED (R),-41.09523809523814,Below S&P
Abu Ja'far,ARN,uncommon,U3,$5.00,33.803333333333335,31000,Arabian Nights,ARN (U3),576.066666666666,Below S&P
Aladdin,ARN,rare,U2,$4.00,70.57333333333334,20500,Arabian Nights,ARN (U2),1664.3333333333323,Below S&P
Aladdin's Lamp,ARN,rare,U2,$5.00,36.5,20500,Arabian Nights,ARN (U2),630,Below S&P
Aladdin's Ring,ARN,rare,U2,$5.00,34.21,20500,Arabian Nights,ARN (U2),584.2,Below S&P
Ali Baba,ARN,uncommon,U3,$3.00,18.66,31000,Arabian Nights,ARN (U3),522,Below S&P
Ali from Cairo,ARN,rare,U2,$8.00,340.8666666666667,20500,Arabian Nights,ARN (U2),4160.833333333338,Beat S&P
Army of Allah,ARN,common,C4,$0.50,22.185000000000002,124000,Arabian Nights,ARN (C4),4337,Beat S&P
Army of Allah,ARN,common,C4,$0.50,21.776666666666664,124000,Arabian Nights,ARN (C4),4255.333333333339,Beat S&P
Bazaar of Baghdad,ARN,uncommon,U3,$3.00,2219.42,31000,Arabian Nights,ARN (U3),73880.66666666667,Beat S&P
Bird Maiden,ARN,common,C4,$0.50,3.305,124000,Arabian Nights,ARN (C4),561,Below S&P
Bird Maiden,ARN,common,C4,$0.50,4.305,124000,Arabian Nights,ARN (C4),761,Below S&P
Bottle of Suleiman,ARN,rare,U2,$5.00,29.310000000000002,20500,Arabian Nights,ARN (U2),486.2,Below S&P
Brass Man,ARN,uncommon,U3,$2.00,27.64666666666667,31000,Arabian Nights,ARN (U3),1282.333333333335,Below S&P
Camel,ARN,common,C5,$0.50,3.8333333333333335,155000,Arabian Nights,ARN (C5),666.666666666666,Below S&P
City in a Bottle,ARN,rare,U2,$5.00,469.6766666666667,20500,Arabian Nights,ARN (U2),9293.53333333334,Beat S&P
City of Brass,ARN,uncommon,U3,$3.00,658.6700000000001,31000,Arabian Nights,ARN (U3),21855.666666666664,Beat S&P
Cuombajj Witches,ARN,common,C4,$0.50,6.550000000000001,124000,Arabian Nights,ARN (C4),1210,Below S&P
Cyclone,ARN,uncommon,U3,$2.00,24.03,31000,Arabian Nights,ARN (U3),1101.5,Below S&P
Dancing Scimitar,ARN,rare,U2,$5.00,40.343333333333334,20500,Arabian Nights,ARN (U2),706.866666666666,Below S&P
Dandân,ARN,common,C4,$0.50,18.61,124000,Arabian Nights,ARN (C4),3622,Beat S&P
Desert,ARN,common,C11,$0.50,10.53,341000,Arabian Nights,ARN (C11),2005.9999999999998,Below S&P
Desert Nomads,ARN,common,C4,$0.50,3.7249999999999996,124000,Arabian Nights,ARN (C4),645,Below S&P
Desert Twister,ARN,uncommon,U3,$4.00,30.663333333333334,31000,Arabian Nights,ARN (U3),666.5833333333325,Below S&P
Diamond Valley,ARN,rare,U2,$4.00,598.9266666666667,20500,Arabian Nights,ARN (U2),14873.166666666673,Beat S&P
Drop of Honey,ARN,rare,U2,$5.00,527.81,20500,Arabian Nights,ARN (U2),10456.199999999999,Beat S&P
Ebony Horse,ARN,rare,U2,$5.00,22.516666666666666,20500,Arabian Nights,ARN (U2),350.333333333334,Below S&P
Elephant Graveyard,ARN,rare,U2,$5.00,266.79333333333335,20500,Arabian Nights,ARN (U2),5235.86666666666,Beat S&P
El-Hajjâj,ARN,rare,U2,$5.00,19.586666666666666,20500,Arabian Nights,ARN (U2),291.73333333333403,Below S&P
Erg Raiders,ARN,common,C5,$0.50,3.81,155000,Arabian Nights,ARN (C5),662,Below S&P
Erg Raiders,ARN,common,C5,$0.50,5.16,155000,Arabian Nights,ARN (C5),932,Below S&P
Erhnam Djinn,ARN,rare,U2,$5.00,341.1766666666667,20500,Arabian Nights,ARN (U2),6723.53333333334,Beat S&P
Eye for an Eye,ARN,uncommon,U3,$15.00,27.923333333333332,31000,Arabian Nights,ARN (U3),86.15555555555532,Below S&P
Fishliver Oil,ARN,common,C4,$0.50,5.95,124000,Arabian Nights,ARN (C4),1090,Below S&P
Fishliver Oil,ARN,common,C4,$0.50,3.5733333333333333,124000,Arabian Nights,ARN (C4),614.6666666666661,Below S&P
Flying Carpet,ARN,uncommon,U3,$3.00,16.186666666666667,31000,Arabian Nights,ARN (U3),439.5555555555567,Below S&P
Flying Men,ARN,common,C5,$0.50,11.256666666666666,155000,Arabian Nights,ARN (C5),2151.33333333334,Below S&P
Ghazbán Ogre,ARN,common,C4,$0.50,3.0233333333333334,124000,Arabian Nights,ARN (C4),504.66666666666595,Below S&P
Giant Tortoise,ARN,common,C4,$0.50,3.3000000000000003,124000,Arabian Nights,ARN (C4),560,Below S&P
Giant Tortoise,ARN,common,C4,$0.50,9.899999999999999,124000,Arabian Nights,ARN (C4),1880,Below S&P
Guardian Beast,ARN,rare,U2,$8.00,482.6566666666667,20500,Arabian Nights,ARN (U2),5933.208333333338,Beat S&P
Hasran Ogress,ARN,common,C5,$0.50,3.105,155000,Arabian Nights,ARN (C5),521,Below S&P
Hasran Ogress,ARN,common,C5,$0.50,2.47,155000,Arabian Nights,ARN (C5),394.00000000000006,Below S&P
Hurr Jackal,ARN,common,C4,$0.50,3.8366666666666664,124000,Arabian Nights,ARN (C4),667.333333333334,Below S&P
Ifh-Bíff Efreet,ARN,rare,U2,$5.00,170.86666666666667,20500,Arabian Nights,ARN (U2),3317.3333333333394,Beat S&P
Island Fish Jasconius,ARN,rare,U2,$5.00,30.836666666666666,20500,Arabian Nights,ARN (U2),516.733333333334,Below S&P
Island of Wak-Wak,ARN,rare,U2,$5.00,177.37666666666667,20500,Arabian Nights,ARN (U2),3447.53333333334,Beat S&P
Jandor's Ring,ARN,rare,U2,$4.00,31.983333333333334,20500,Arabian Nights,ARN (U2),699.5833333333325,Below S&P
Jandor's Saddlebags,ARN,rare,U2,$4.00,36.806666666666665,20500,Arabian Nights,ARN (U2),820.1666666666675,Below S&P
Jeweled Bird,ARN,uncommon,U3,$3.00,27.943333333333335,31000,Arabian Nights,ARN (U3),831.4444444444433,Below S&P
Jihad,ARN,rare,U2,$5.00,NA,20500,Arabian Nights,ARN (U2),NA,NA
Junún Efreet,ARN,rare,U2,$3.00,44.28666666666667,20500,Arabian Nights,ARN (U2),1376.2222222222233,Below S&P
Juzám Djinn,ARN,rare,U2,$5.00,2178.463333333333,20500,Arabian Nights,ARN (U2),43469.266666666605,Beat S&P
Khabál Ghoul,ARN,uncommon,U3,$5.00,90.26666666666667,31000,Arabian Nights,ARN (U3),1705.3333333333337,Below S&P
King Suleiman,ARN,rare,U2,$5.00,126.63666666666667,20500,Arabian Nights,ARN (U2),2432.73333333334,Beat S&P
Kird Ape,ARN,common,C5,$0.60,10.645,155000,Arabian Nights,ARN (C5),1674.1666666666667,Below S&P
Library of Alexandria,ARN,uncommon,U3,$5.00,1465.55,31000,Arabian Nights,ARN (U3),29211,Beat S&P
Magnetic Mountain,ARN,uncommon,U3,$4.00,13.675,31000,Arabian Nights,ARN (U3),241.87500000000003,Below S&P
Merchant Ship,ARN,uncommon,U3,$2.00,30.59,31000,Arabian Nights,ARN (U3),1429.5,Below S&P
Metamorphosis,ARN,common,C4,$0.50,5.925000000000001,124000,Arabian Nights,ARN (C4),1085,Below S&P
Mijae Djinn,ARN,rare,U2,$5.00,30.203333333333333,20500,Arabian Nights,ARN (U2),504.06666666666604,Below S&P
Moorish Cavalry,ARN,common,C5,$0.60,4.555,155000,Arabian Nights,ARN (C5),659.1666666666666,Below S&P
Moorish Cavalry,ARN,common,C5,$0.60,3.5366666666666666,155000,Arabian Nights,ARN (C5),489.444444444445,Below S&P
Nafs Asp,ARN,common,C5,$0.50,6.705,155000,Arabian Nights,ARN (C5),1241,Below S&P
Nafs Asp,ARN,common,C5,$0.50,3.086666666666667,155000,Arabian Nights,ARN (C5),517.333333333334,Below S&P
Oasis,ARN,uncommon,U4,$2.00,19.436666666666667,41000,Arabian Nights,ARN (U4),871.833333333335,Below S&P
Old Man of the Sea,ARN,rare,U2,$5.00,240.34,20500,Arabian Nights,ARN (U2),4706.8,Beat S&P
Oubliette,ARN,common,C4,$0.90,26.796666666666667,124000,Arabian Nights,ARN (C4),2877.407407407411,Beat S&P
Oubliette,ARN,common,C4,$0.90,22.299999999999997,124000,Arabian Nights,ARN (C4),2377.777777777778,Beat S&P
Piety,ARN,common,C4,$0.50,4.255,124000,Arabian Nights,ARN (C4),751,Below S&P
Piety,ARN,common,C4,$0.50,2.34,124000,Arabian Nights,ARN (C4),368,Below S&P
Pyramids,ARN,rare,U2,$5.00,80.25999999999999,20500,Arabian Nights,ARN (U2),1505.2,Below S&P
Repentant Blacksmith,ARN,rare,U2,$5.00,34.50333333333333,20500,Arabian Nights,ARN (U2),590.066666666666,Below S&P
Ring of Ma'rûf,ARN,rare,U2,$5.00,91.21666666666667,20500,Arabian Nights,ARN (U2),1724.333333333334,Below S&P
Rukh Egg,ARN,common,C4,$1.00,14.06,124000,Arabian Nights,ARN (C4),1306,Below S&P
Rukh Egg,ARN,common,C4,$1.00,30.375,124000,Arabian Nights,ARN (C4),2937.5,Beat S&P
Sandals of Abdallah,ARN,uncommon,U3,$3.00,21.936666666666667,31000,Arabian Nights,ARN (U3),631.2222222222233,Below S&P
Sandstorm,ARN,common,C4,$0.50,4.076666666666667,124000,Arabian Nights,ARN (C4),715.3333333333339,Below S&P
Serendib Djinn,ARN,rare,U2,$5.00,157.77,20500,Arabian Nights,ARN (U2),3055.4,Beat S&P
Serendib Efreet,ARN,rare,U2,$5.00,522.5966666666667,20500,Arabian Nights,ARN (U2),10351.933333333342,Beat S&P
Shahrazad,ARN,rare,U2,$5.00,438.6333333333333,20500,Arabian Nights,ARN (U2),8672.66666666666,Beat S&P
Sindbad,ARN,uncommon,U3,$3.00,25.543333333333333,31000,Arabian Nights,ARN (U3),751.4444444444433,Below S&P
Singing Tree,ARN,rare,U2,$6.00,121.73666666666666,20500,Arabian Nights,ARN (U2),1928.9444444444503,Below S&P
Sorceress Queen,ARN,uncommon,U3,$5.00,74.51666666666667,31000,Arabian Nights,ARN (U3),1390.333333333334,Below S&P
Stone-Throwing Devils,ARN,common,C4,$0.50,NA,124000,Arabian Nights,ARN (C4),NA,NA
Stone-Throwing Devils,ARN,common,C4,$0.50,NA,124000,Arabian Nights,ARN (C4),NA,NA
Unstable Mutation,ARN,common,C5,$0.50,3.25,155000,Arabian Nights,ARN (C5),550,Below S&P
War Elephant,ARN,common,C4,$0.50,11.55,124000,Arabian Nights,ARN (C4),2210,Below S&P
War Elephant,ARN,common,C4,$0.50,4.013333333333334,124000,Arabian Nights,ARN (C4),702.6666666666661,Below S&P
Wyluli Wolf,ARN,common,C5,$0.50,7.293333333333333,155000,Arabian Nights,ARN (C5),1358.666666666666,Below S&P
Wyluli Wolf,ARN,common,C5,$0.50,20.4,155000,Arabian Nights,ARN (C5),3979.9999999999995,Beat S&P
